user,topic,grade,days_since_last,response_time_ms,reviewed_at
synth_user_009,machine_learning,1,0.631,8149,2026-04-28 16:54:17.431429+00:00
synth_user_009,machine_learning,1,0.661,8681,2026-04-29 08:46:37.622799+00:00
synth_user_009,machine_learning,1,0.482,13566,2026-04-29 20:21:10.940703+00:00
synth_user_009,machine_learning,1,0.746,5996,2026-04-30 14:15:37.934266+00:00
synth_user_009,machine_learning,0,0.729,8236,2026-05-01 07:45:05.889344+00:00
synth_user_009,machine_learning,0,0.746,13229,2026-05-02 01:39:59.280115+00:00
synth_user_009,machine_learning,0,0.551,5093,2026-05-02 14:53:35.693997+00:00
synth_user_009,machine_learning,3,0.401,11931,2026-05-03 00:30:26.606379+00:00
synth_user_009,machine_learning,1,1.086,5519,2026-05-04 02:33:54.351959+00:00
synth_user_009,machine_learning,1,0.588,7005,2026-04-25 01:21:25.599773+00:00
synth_user_009,machine_learning,0,0.471,721,2026-04-25 12:39:25.728307+00:00
synth_user_009,machine_learning,0,0.531,12253,2026-04-26 01:24:28.331776+00:00
synth_user_009,machine_learning,3,0.585,13830,2026-04-26 15:27:26.937367+00:00
synth_user_009,machine_learning,1,0.753,10060,2026-04-27 09:32:25.230631+00:00
synth_user_009,machine_learning,0,0.428,2406,2026-04-27 19:48:58.715335+00:00
synth_user_009,machine_learning,0,0.47,1414,2026-04-28 07:06:21.186410+00:00
synth_user_009,machine_learning,1,0.531,2208,2026-04-28 19:51:10.133451+00:00
synth_user_009,machine_learning,0,0.734,11743,2026-04-29 13:28:44.040612+00:00
synth_user_009,machine_learning,1,0.642,3236,2026-04-30 04:53:42.930023+00:00
synth_user_009,machine_learning,3,0.407,2013,2026-04-30 14:39:33.517154+00:00
synth_user_009,machine_learning,0,1.468,13863,2026-05-02 01:53:29.962287+00:00
synth_user_009,machine_learning,1,0.738,8781,2026-05-02 19:35:54.534924+00:00
synth_user_009,machine_learning,1,0.669,11620,2026-05-03 11:39:16.497056+00:00
synth_user_009,machine_learning,3,0.549,14749,2026-05-04 00:50:09.288807+00:00
synth_user_009,machine_learning,0,0.627,2918,2026-05-02 21:28:28.030111+00:00
synth_user_009,machine_learning,1,0.439,7058,2026-05-03 08:00:39.855724+00:00
synth_user_009,machine_learning,0,0.623,5065,2026-05-03 22:57:28.689578+00:00
synth_user_009,operating_systems,1,0.676,6520,2026-04-25 19:03:46.216393+00:00
synth_user_009,operating_systems,1,0.48,2990,2026-04-26 06:35:14.931246+00:00
synth_user_009,operating_systems,1,0.544,3552,2026-04-26 19:37:56.612194+00:00
synth_user_009,operating_systems,1,0.478,933,2026-04-27 07:06:08.506501+00:00
synth_user_009,operating_systems,1,0.592,13103,2026-04-27 21:18:10.187916+00:00
synth_user_009,operating_systems,1,0.717,1922,2026-04-28 14:31:12.616065+00:00
synth_user_009,operating_systems,2,0.548,6694,2026-04-29 03:39:58.289891+00:00
synth_user_009,operating_systems,0,0.971,3383,2026-04-30 02:58:39.446754+00:00
synth_user_009,operating_systems,4,0.713,10841,2026-04-30 20:04:47.540173+00:00
synth_user_009,operating_systems,0,1.437,10582,2026-05-02 06:34:13.781438+00:00
synth_user_009,operating_systems,1,0.554,4344,2026-05-02 19:52:09.341704+00:00
synth_user_009,operating_systems,4,0.409,4216,2026-05-03 05:41:36.614907+00:00
synth_user_009,operating_systems,0,0.707,14473,2026-04-29 01:48:53.314257+00:00
synth_user_009,operating_systems,1,0.539,13309,2026-04-29 14:45:43.744056+00:00
synth_user_009,operating_systems,4,0.492,6234,2026-04-30 02:33:39.325464+00:00
synth_user_009,operating_systems,0,1.173,8022,2026-05-01 06:42:07.695377+00:00
synth_user_009,operating_systems,4,0.368,2479,2026-05-01 15:32:22.306867+00:00
synth_user_009,operating_systems,1,1.5,1132,2026-05-03 03:32:57.281878+00:00
synth_user_009,operating_systems,0,0.392,11064,2026-05-03 12:57:30.666363+00:00
synth_user_009,databases,0,0.603,11415,2026-04-21 19:42:15.823869+00:00
synth_user_009,databases,1,0.668,9251,2026-04-22 11:43:28.025033+00:00
synth_user_009,databases,1,0.694,12849,2026-04-23 04:22:33.357245+00:00
synth_user_009,databases,5,0.455,11818,2026-04-23 15:17:50.734846+00:00
synth_user_009,databases,3,1.831,776,2026-04-25 11:14:16.360692+00:00
synth_user_009,databases,0,3.292,6170,2026-04-28 18:14:27.208104+00:00
synth_user_009,databases,1,1.876,13864,2026-04-30 15:15:35.119029+00:00
synth_user_009,databases,1,0.867,6295,2026-05-01 12:04:21.586736+00:00
synth_user_009,databases,1,0.512,6030,2026-05-02 00:21:39.332818+00:00
synth_user_009,databases,1,0.434,10910,2026-05-02 10:47:13.688649+00:00
synth_user_009,databases,1,0.666,11112,2026-05-03 02:46:28.384823+00:00
synth_user_009,databases,3,0.396,5018,2026-05-03 12:16:33.811948+00:00
synth_user_009,databases,0,0.353,5495,2026-04-28 01:41:47.930403+00:00
synth_user_009,databases,0,0.659,11313,2026-04-28 17:30:34.132837+00:00
synth_user_009,databases,0,0.379,8834,2026-04-29 02:35:53.366921+00:00
synth_user_009,databases,0,0.664,8258,2026-04-29 18:31:47.244921+00:00
synth_user_009,databases,0,0.613,8301,2026-04-30 09:14:08.014583+00:00
synth_user_009,databases,1,0.368,10759,2026-04-30 18:04:04.352595+00:00
synth_user_009,databases,1,0.614,1679,2026-05-01 08:48:03.177991+00:00
synth_user_009,databases,1,0.381,4950,2026-05-01 17:56:41.341780+00:00
synth_user_009,databases,0,0.357,10206,2026-05-02 02:30:25.647299+00:00
synth_user_009,databases,1,0.744,13686,2026-05-02 20:21:39.157705+00:00
synth_user_009,databases,3,0.674,11422,2026-05-02 22:37:24.948260+00:00
synth_user_009,databases,1,0.882,12443,2026-05-03 19:46:47.083886+00:00
synth_user_009,databases,1,0.473,7545,2026-04-30 03:23:16.299542+00:00
synth_user_009,databases,1,0.712,7936,2026-04-30 20:29:05.480227+00:00
synth_user_009,databases,1,0.512,3202,2026-05-01 08:46:56.267943+00:00
synth_user_009,databases,0,0.521,13123,2026-05-01 21:16:31.354253+00:00
synth_user_009,databases,0,0.424,8042,2026-05-02 07:27:17.889483+00:00
synth_user_009,databases,1,0.734,8284,2026-05-03 01:03:45.900158+00:00
synth_user_009,databases,0,0.609,3907,2026-05-03 15:41:26.642867+00:00
synth_user_009,databases,1,0.431,5558,2026-04-26 20:23:05.964938+00:00
synth_user_009,databases,1,0.425,10935,2026-04-27 06:35:36.242923+00:00
synth_user_009,databases,0,0.484,10102,2026-04-27 18:12:29.390448+00:00
synth_user_009,databases,1,0.378,6695,2026-04-28 03:16:22.776969+00:00
synth_user_009,databases,1,0.459,5154,2026-04-28 14:17:13.031007+00:00
synth_user_009,databases,0,0.542,9695,2026-04-29 03:17:39.686244+00:00
synth_user_009,databases,1,0.536,8633,2026-04-29 16:09:04.761095+00:00
synth_user_009,databases,1,0.51,14996,2026-04-30 04:24:00.338402+00:00
synth_user_009,databases,0,0.726,7489,2026-04-30 21:50:01.174816+00:00
synth_user_009,databases,5,0.626,7163,2026-05-01 12:51:49.216682+00:00
synth_user_009,databases,0,0.686,10147,2026-05-02 05:20:09.371736+00:00
synth_user_009,databases,1,0.646,8108,2026-05-02 20:49:53.178503+00:00
synth_user_009,databases,1,0.382,9827,2026-04-23 13:11:42.698239+00:00
synth_user_009,databases,0,0.628,10224,2026-04-24 04:16:34.572545+00:00
synth_user_009,databases,3,0.536,9167,2026-04-24 17:08:57.861543+00:00
synth_user_009,databases,0,0.667,1783,2026-04-25 09:09:52.617021+00:00
synth_user_009,databases,1,0.691,9668,2026-04-26 01:45:23.541784+00:00
synth_user_009,databases,1,0.686,5115,2026-04-26 18:13:31.083816+00:00
synth_user_009,databases,0,0.516,4788,2026-04-27 06:35:57.109595+00:00
synth_user_009,databases,0,0.7,12116,2026-04-27 23:23:45.324673+00:00
synth_user_009,databases,5,0.453,6980,2026-04-28 10:16:00.994927+00:00
synth_user_009,databases,0,1.22,14160,2026-04-29 15:33:07.067485+00:00
synth_user_009,databases,0,0.696,4209,2026-04-30 08:15:54.109655+00:00
synth_user_009,databases,1,0.58,12936,2026-04-30 22:11:03.341945+00:00
synth_user_009,databases,1,0.62,1282,2026-05-01 13:04:26.649627+00:00
synth_user_009,databases,0,0.587,12354,2026-05-02 03:10:11.822546+00:00
synth_user_009,databases,1,0.724,13124,2026-05-02 20:32:51.617686+00:00
synth_user_009,databases,1,0.703,3083,2026-05-03 13:25:05.179012+00:00
synth_user_009,databases,5,0.391,2614,2026-05-03 22:48:45.987004+00:00
synth_user_009,networks,1,0.542,5203,2026-05-02 03:50:01.583421+00:00
synth_user_009,networks,0,0.602,10094,2026-05-02 18:17:04.656600+00:00
synth_user_009,networks,0,0.403,5444,2026-05-03 03:57:03.524486+00:00
synth_user_009,networks,0,0.461,2931,2026-05-03 15:01:15.962214+00:00
synth_user_009,networks,0,0.577,6328,2026-04-28 07:04:30.537447+00:00
synth_user_009,networks,0,0.393,5961,2026-04-28 16:29:55.880566+00:00
synth_user_009,networks,1,0.693,3618,2026-04-29 09:08:24.661814+00:00
synth_user_009,networks,1,0.482,537,2026-04-29 20:42:55.982040+00:00
synth_user_009,networks,1,0.572,10485,2026-04-30 10:26:49.819352+00:00
synth_user_009,networks,4,0.437,3599,2026-04-30 20:56:37.753774+00:00
synth_user_009,networks,0,0.931,4150,2026-05-01 19:17:45.935969+00:00
synth_user_009,networks,0,0.724,3507,2026-05-02 12:40:03.943244+00:00
synth_user_009,networks,1,0.426,1048,2026-05-02 22:53:47.405572+00:00
synth_user_009,networks,1,0.693,7161,2026-05-03 15:31:59.030602+00:00
synth_user_009,networks,1,0.443,11856,2026-04-26 20:39:47.354811+00:00
synth_user_009,networks,1,0.62,959,2026-04-27 11:32:28.344950+00:00
synth_user_009,networks,1,0.363,12145,2026-04-27 20:15:17.404283+00:00
synth_user_009,networks,5,0.633,10044,2026-04-28 11:27:00.575948+00:00
synth_user_009,networks,1,1.38,11357,2026-04-29 20:34:48.391679+00:00
synth_user_009,networks,0,0.739,3585,2026-04-30 14:18:50.350604+00:00
synth_user_009,networks,1,0.747,4241,2026-05-01 08:15:07.334676+00:00
synth_user_009,networks,0,0.565,3153,2026-05-01 21:48:10.900716+00:00
synth_user_009,networks,0,0.676,3468,2026-05-02 14:01:39.607134+00:00
synth_user_009,networks,1,0.529,3112,2026-05-03 02:43:58.235505+00:00
synth_user_009,networks,5,0.43,4330,2026-05-03 13:02:34.649999+00:00
synth_user_009,networks,1,0.404,14882,2026-05-02 16:07:36.073426+00:00
synth_user_009,networks,3,0.354,7724,2026-05-03 00:37:20.319520+00:00
synth_user_009,networks,1,0.72,7975,2026-05-03 17:53:33.278934+00:00
synth_user_009,networks,4,0.692,12802,2026-04-23 20:39:09.756274+00:00
synth_user_009,networks,1,1.425,11014,2026-04-25 06:51:39.726227+00:00
synth_user_009,networks,5,0.498,4281,2026-04-25 18:48:53.669133+00:00
synth_user_009,networks,0,1.077,4350,2026-04-26 20:40:07.964415+00:00
synth_user_009,networks,5,0.362,1264,2026-04-27 05:20:51.703818+00:00
synth_user_009,networks,0,0.919,10027,2026-04-28 03:24:00.049286+00:00
synth_user_009,networks,1,0.918,7941,2026-04-29 01:26:11.342677+00:00
synth_user_009,networks,1,0.637,1353,2026-04-29 16:43:35.031445+00:00
synth_user_009,networks,5,0.702,14120,2026-04-30 09:35:05.157684+00:00
synth_user_009,networks,1,1.008,2164,2026-05-01 09:46:31.631445+00:00
synth_user_009,networks,1,0.842,14014,2026-05-02 05:59:28.703637+00:00
synth_user_009,networks,4,0.454,14627,2026-05-02 16:53:29.859282+00:00
synth_user_009,networks,0,0.889,4225,2026-05-03 14:13:32.652315+00:00
synth_user_009,object_oriented_programming,0,0.665,1550,2026-04-30 08:00:24.456217+00:00
synth_user_009,object_oriented_programming,0,0.422,13311,2026-04-30 18:08:01.064533+00:00
synth_user_009,object_oriented_programming,1,0.625,4673,2026-05-01 09:08:21.544510+00:00
synth_user_009,object_oriented_programming,0,0.716,4581,2026-05-02 02:19:19.040416+00:00
synth_user_009,object_oriented_programming,1,0.601,3552,2026-05-02 16:44:35.108770+00:00
synth_user_009,object_oriented_programming,5,0.39,8002,2026-05-03 02:06:01.766528+00:00
synth_user_009,object_oriented_programming,1,0.516,1711,2026-04-21 17:37:44.250724+00:00
synth_user_009,object_oriented_programming,5,0.532,1090,2026-04-22 06:23:28.819473+00:00
synth_user_009,object_oriented_programming,1,1.199,10129,2026-04-23 11:09:38.703186+00:00
synth_user_009,object_oriented_programming,1,0.739,5715,2026-04-24 04:53:18.043012+00:00
synth_user_009,object_oriented_programming,0,0.644,3375,2026-04-24 20:20:47.199582+00:00
synth_user_009,object_oriented_programming,0,0.407,4109,2026-04-25 06:06:38.347524+00:00
synth_user_009,object_oriented_programming,2,0.573,2951,2026-04-25 19:51:47.493673+00:00
synth_user_009,object_oriented_programming,0,0.961,13785,2026-04-26 18:55:46.430460+00:00
synth_user_009,object_oriented_programming,0,0.497,3699,2026-04-27 06:51:22.994378+00:00
synth_user_009,object_oriented_programming,4,0.646,5249,2026-04-27 22:21:38.704502+00:00
synth_user_009,object_oriented_programming,1,0.793,8728,2026-04-28 17:23:43.129412+00:00
synth_user_009,object_oriented_programming,1,0.686,692,2026-04-29 09:51:54.881426+00:00
synth_user_009,object_oriented_programming,3,0.458,10557,2026-04-29 20:51:59.332382+00:00
synth_user_009,object_oriented_programming,1,1.471,13051,2026-05-01 08:10:11.580040+00:00
synth_user_009,object_oriented_programming,1,0.7,10722,2026-05-02 00:58:10.058343+00:00
synth_user_009,object_oriented_programming,1,0.631,3120,2026-05-02 16:06:30.860559+00:00
synth_user_009,object_oriented_programming,0,0.729,3530,2026-05-03 09:36:20.906571+00:00
synth_user_009,object_oriented_programming,0,0.531,6376,2026-05-03 22:20:54.141023+00:00
synth_user_009,object_oriented_programming,0,0.517,13763,2026-05-02 18:51:08.307534+00:00
synth_user_009,object_oriented_programming,3,0.592,3083,2026-05-03 09:03:22.816646+00:00
synth_user_009,object_oriented_programming,3,0.437,11987,2026-04-24 06:07:56.495648+00:00
synth_user_009,object_oriented_programming,0,1.315,13809,2026-04-25 13:41:54.107793+00:00
synth_user_009,object_oriented_programming,1,0.496,11380,2026-04-26 01:36:04.592439+00:00
synth_user_009,object_oriented_programming,1,0.656,11366,2026-04-26 17:20:06.550883+00:00
synth_user_009,object_oriented_programming,1,0.454,2090,2026-04-27 04:13:24.812009+00:00
synth_user_009,object_oriented_programming,0,0.428,14448,2026-04-27 14:29:27.829468+00:00
synth_user_009,object_oriented_programming,1,0.366,12040,2026-04-27 23:16:45.694937+00:00
synth_user_009,object_oriented_programming,4,0.692,2987,2026-04-28 15:53:33.128792+00:00
synth_user_009,object_oriented_programming,1,0.65,5350,2026-04-29 07:29:47.150294+00:00
synth_user_009,object_oriented_programming,0,0.555,3017,2026-04-29 20:48:19.814020+00:00
synth_user_009,object_oriented_programming,1,0.698,5381,2026-04-30 13:33:17.689737+00:00
synth_user_009,object_oriented_programming,4,0.707,4794,2026-05-01 06:32:01.525217+00:00
synth_user_009,object_oriented_programming,3,1.163,2688,2026-05-02 10:26:16.456221+00:00
synth_user_009,object_oriented_programming,1,0.367,8656,2026-05-02 15:14:41.329244+00:00
synth_user_009,object_oriented_programming,0,0.527,5862,2026-05-03 03:53:25.287739+00:00
synth_user_009,object_oriented_programming,1,0.66,14757,2026-05-03 19:44:21.718230+00:00
synth_user_009,statistics,1,0.64,2808,2026-04-24 10:59:18.815683+00:00
synth_user_009,statistics,0,0.636,3498,2026-04-25 02:15:04.343266+00:00
synth_user_009,statistics,0,0.357,4644,2026-04-25 10:48:55.587098+00:00
synth_user_009,statistics,0,0.563,8873,2026-04-26 00:19:17.966047+00:00
synth_user_009,statistics,1,0.717,1975,2026-04-26 17:31:30.750154+00:00
synth_user_009,statistics,0,0.538,10135,2026-04-27 06:26:50.564419+00:00
synth_user_009,statistics,0,0.594,2081,2026-04-27 20:41:51.786629+00:00
synth_user_009,statistics,0,0.611,826,2026-04-28 11:21:14.112949+00:00
synth_user_009,statistics,1,0.373,11775,2026-04-28 20:18:04.484261+00:00
synth_user_009,statistics,0,0.648,3722,2026-04-29 11:51:16.040462+00:00
synth_user_009,statistics,0,0.649,14802,2026-04-30 03:26:06.773335+00:00
synth_user_009,statistics,0,0.389,4926,2026-04-30 12:45:37.015293+00:00
synth_user_009,statistics,0,0.448,6320,2026-04-30 23:30:19.048412+00:00
synth_user_009,statistics,4,0.571,3300,2026-05-01 13:12:55.937504+00:00
synth_user_009,statistics,1,1.419,7022,2026-05-02 23:15:36.098211+00:00
synth_user_009,statistics,1,0.564,4498,2026-05-03 12:47:10.511719+00:00
synth_user_009,statistics,1,0.421,8718,2026-04-28 03:20:17.603852+00:00
synth_user_009,statistics,1,0.594,4014,2026-04-28 17:35:18.944328+00:00
synth_user_009,statistics,1,0.676,10903,2026-04-29 09:48:30.046767+00:00
synth_user_009,statistics,1,0.396,14052,2026-04-29 19:18:11.432206+00:00
synth_user_009,statistics,1,0.657,9546,2026-04-30 11:04:32.255464+00:00
synth_user_009,statistics,0,0.472,3040,2026-04-30 22:24:02.784086+00:00
synth_user_009,statistics,0,0.616,10474,2026-05-01 13:10:24.541895+00:00
synth_user_009,statistics,1,0.411,4166,2026-05-01 23:02:09.915542+00:00
synth_user_009,statistics,4,0.49,1537,2026-05-02 10:47:22.677938+00:00
synth_user_009,statistics,1,1.251,11973,2026-05-03 16:48:36.223011+00:00
synth_user_010,calculus,1,1.869,5835,2026-04-09 04:50:29.706018+00:00
synth_user_010,calculus,4,0.923,14395,2026-04-10 03:00:13.887073+00:00
synth_user_010,calculus,3,2.102,14105,2026-04-12 05:26:23.702708+00:00
synth_user_010,calculus,3,1.782,2165,2026-04-14 00:13:03.617132+00:00
synth_user_010,calculus,1,3.584,12640,2026-04-17 14:13:44.558405+00:00
synth_user_010,calculus,3,1.591,14736,2026-04-19 04:25:11.598036+00:00
synth_user_010,calculus,1,2.124,10987,2026-04-21 07:24:11.297940+00:00
synth_user_010,calculus,1,1.341,4935,2026-04-22 15:35:10.208195+00:00
synth_user_010,calculus,0,0.902,5759,2026-04-23 13:13:23.522191+00:00
synth_user_010,calculus,3,0.635,11454,2026-04-24 04:27:42.873809+00:00
synth_user_010,calculus,0,0.794,5622,2026-04-24 23:30:29.049304+00:00
synth_user_010,calculus,4,0.391,10575,2026-04-25 08:52:53.542168+00:00
synth_user_010,calculus,5,1.825,10932,2026-04-24 20:10:56.920397+00:00
synth_user_010,calculus,2,2.58,5534,2026-04-27 10:05:52.635293+00:00
synth_user_010,calculus,3,6.236,13154,2026-05-03 15:46:26.049006+00:00
synth_user_010,calculus,1,1.361,5419,2026-04-08 16:39:21.222574+00:00
synth_user_010,calculus,1,1.025,14383,2026-04-09 17:15:12.345872+00:00
synth_user_010,calculus,3,0.711,9254,2026-04-10 10:18:21.343487+00:00
synth_user_010,calculus,4,0.72,14817,2026-04-11 03:35:09.551132+00:00
synth_user_010,calculus,0,2.54,10344,2026-04-13 16:33:22.105925+00:00
synth_user_010,calculus,0,1.499,9264,2026-04-15 04:32:31.303159+00:00
synth_user_010,calculus,1,0.706,3352,2026-04-15 21:28:56.723822+00:00
synth_user_010,calculus,0,0.542,7623,2026-04-16 10:29:22.725167+00:00
synth_user_010,calculus,0,0.424,11829,2026-04-16 20:39:20.192242+00:00
synth_user_010,calculus,4,0.472,12442,2026-04-17 07:59:26.205960+00:00
synth_user_010,calculus,1,1.069,8886,2026-04-18 09:38:54.758477+00:00
synth_user_010,calculus,4,0.576,5292,2026-04-18 23:28:04.744528+00:00
synth_user_010,calculus,1,2.405,6707,2026-04-11 23:28:56.092450+00:00
synth_user_010,calculus,0,1.218,5585,2026-04-13 04:43:03.858286+00:00
synth_user_010,calculus,0,0.44,4709,2026-04-13 15:16:22.021659+00:00
synth_user_010,calculus,1,0.705,6094,2026-04-14 08:12:14.070115+00:00
synth_user_010,calculus,1,0.371,1105,2026-04-14 17:06:33.940506+00:00
synth_user_010,calculus,1,0.395,9960,2026-04-15 02:35:10.381339+00:00
synth_user_010,calculus,1,0.357,6076,2026-04-15 11:08:56.584565+00:00
synth_user_010,calculus,1,0.415,9053,2026-04-15 21:07:14.949296+00:00
synth_user_010,calculus,4,0.466,12560,2026-04-16 08:18:34.953458+00:00
synth_user_010,calculus,0,1.37,14252,2026-04-17 17:12:00.952536+00:00
synth_user_010,calculus,1,0.643,9692,2026-04-18 08:37:22.782228+00:00
synth_user_010,calculus,0,1.659,8992,2026-03-26 13:11:47.184711+00:00
synth_user_010,calculus,0,1.124,7727,2026-03-27 16:09:37.711882+00:00
synth_user_010,calculus,1,0.648,11355,2026-03-28 07:42:51.561672+00:00
synth_user_010,calculus,1,0.688,9354,2026-03-29 00:13:59.933445+00:00
synth_user_010,calculus,1,0.425,8071,2026-03-29 10:26:01.019711+00:00
synth_user_010,calculus,4,0.356,4803,2026-03-29 18:58:18.293519+00:00
synth_user_010,calculus,1,1.296,3876,2026-03-31 02:04:13.350297+00:00
synth_user_010,calculus,0,0.523,9074,2026-03-31 14:37:33.664873+00:00
synth_user_010,calculus,3,0.392,9153,2026-04-01 00:01:55.938387+00:00
synth_user_010,calculus,1,0.843,1842,2026-04-01 20:15:53.399838+00:00
synth_user_010,calculus,1,0.581,1807,2026-04-02 10:12:53.304887+00:00
synth_user_010,calculus,1,0.46,871,2026-04-02 21:15:20.838385+00:00
synth_user_010,calculus,1,0.645,12298,2026-04-03 12:44:22.264895+00:00
synth_user_010,calculus,1,0.579,9955,2026-04-04 02:38:20.259881+00:00
synth_user_010,calculus,4,0.369,7429,2026-04-04 11:29:24.375215+00:00
synth_user_010,calculus,4,1.124,14083,2026-04-05 14:28:40.011967+00:00
synth_user_010,calculus,1,1.875,12327,2026-04-07 11:28:54.395773+00:00
synth_user_010,calculus,1,0.663,3697,2026-04-08 03:23:10.600853+00:00
synth_user_010,linear_algebra,0,1.398,10076,2026-03-28 12:42:11.970447+00:00
synth_user_010,linear_algebra,5,0.669,9896,2026-03-29 04:45:10.743791+00:00
synth_user_010,linear_algebra,1,2.117,2486,2026-03-31 07:34:19.919298+00:00
synth_user_010,linear_algebra,1,0.59,5875,2026-03-31 21:43:20.073636+00:00
synth_user_010,linear_algebra,1,0.681,1199,2026-04-01 14:03:18.791177+00:00
synth_user_010,linear_algebra,3,0.463,8053,2026-04-02 01:10:33.339334+00:00
synth_user_010,linear_algebra,3,0.741,13394,2026-04-02 18:57:13.753281+00:00
synth_user_010,linear_algebra,4,2.116,7706,2026-04-04 21:43:41.789533+00:00
synth_user_010,linear_algebra,1,2.354,9811,2026-04-07 06:13:07.868228+00:00
synth_user_010,linear_algebra,4,1.437,616,2026-04-08 16:42:55.171938+00:00
synth_user_010,linear_algebra,1,3.006,14288,2026-04-11 16:51:38.751374+00:00
synth_user_010,linear_algebra,4,2.2,11406,2026-04-13 21:39:33.609640+00:00
synth_user_010,linear_algebra,1,2.395,4422,2026-04-16 07:07:40.866896+00:00
synth_user_010,linear_algebra,0,1.758,2395,2026-04-18 01:19:49.192022+00:00
synth_user_010,linear_algebra,3,0.656,1197,2026-04-18 17:04:42.035031+00:00
synth_user_010,linear_algebra,2,2.104,10240,2026-04-10 22:20:09.586484+00:00
synth_user_010,linear_algebra,0,3.361,4585,2026-04-14 06:59:19.651979+00:00
synth_user_010,linear_algebra,0,1.216,1625,2026-04-15 12:09:45.829986+00:00
synth_user_010,linear_algebra,0,0.793,10714,2026-04-16 07:11:22.970544+00:00
synth_user_010,linear_algebra,1,0.75,3854,2026-04-17 01:10:54.492358+00:00
synth_user_010,linear_algebra,1,0.484,14069,2026-04-17 12:47:43.870805+00:00
synth_user_010,linear_algebra,1,0.456,11465,2026-04-17 23:44:43.040662+00:00
synth_user_010,linear_algebra,4,0.574,4826,2026-04-18 13:31:24.123347+00:00
synth_user_010,linear_algebra,1,0.698,8841,2026-04-19 06:16:08.786777+00:00
synth_user_010,linear_algebra,3,0.703,2401,2026-04-19 23:08:18.428226+00:00
synth_user_010,linear_algebra,3,2.547,854,2026-03-19 12:30:29.228913+00:00
synth_user_010,linear_algebra,0,3.878,4761,2026-03-23 09:35:30.323076+00:00
synth_user_010,linear_algebra,1,2.096,11838,2026-03-25 11:53:02.735191+00:00
synth_user_010,linear_algebra,0,1.249,14560,2026-03-26 17:51:24.537671+00:00
synth_user_010,linear_algebra,1,0.461,5741,2026-03-27 04:55:39.807650+00:00
synth_user_010,linear_algebra,1,0.652,14122,2026-03-27 20:34:11.830183+00:00
synth_user_010,linear_algebra,1,0.657,8543,2026-03-28 12:19:56.558957+00:00
synth_user_010,linear_algebra,3,0.399,7460,2026-03-28 21:54:57.318904+00:00
synth_user_010,linear_algebra,1,1.44,12911,2026-03-30 08:28:49.428210+00:00
synth_user_010,linear_algebra,0,0.601,14082,2026-03-30 22:54:58.500354+00:00
synth_user_010,linear_algebra,3,0.364,9064,2026-03-31 07:39:12.067463+00:00
synth_user_010,linear_algebra,0,1.424,11180,2026-04-01 17:49:17.241081+00:00
synth_user_010,linear_algebra,0,0.649,7130,2026-04-02 09:23:47.830659+00:00
synth_user_010,linear_algebra,0,0.464,4310,2026-04-02 20:31:21.650149+00:00
synth_user_010,linear_algebra,1,0.637,6219,2026-04-03 11:48:37.072095+00:00
synth_user_010,linear_algebra,1,0.427,3552,2026-04-03 22:03:47.199991+00:00
synth_user_010,linear_algebra,0,0.568,1147,2026-04-04 11:41:40.710165+00:00
synth_user_010,linear_algebra,5,0.72,4311,2026-04-05 04:57:48.264563+00:00
synth_user_010,linear_algebra,1,1.672,8066,2026-04-06 21:05:30.615073+00:00
synth_user_010,machine_learning,1,1.165,12036,2026-04-24 19:16:49.419857+00:00
synth_user_010,machine_learning,0,0.774,13292,2026-04-25 13:51:40.147397+00:00
synth_user_010,machine_learning,0,0.446,12207,2026-04-26 00:34:01.391052+00:00
synth_user_010,machine_learning,4,0.596,12798,2026-04-26 14:52:54.693105+00:00
synth_user_010,machine_learning,0,0.758,9642,2026-04-27 09:04:07.813146+00:00
synth_user_010,machine_learning,3,1.336,7166,2026-03-28 11:12:17.752505+00:00
synth_user_010,machine_learning,2,3.421,5391,2026-03-31 21:18:28.665424+00:00
synth_user_010,machine_learning,2,10.552,11868,2026-04-11 10:33:03.772199+00:00
synth_user_010,machine_learning,4,22.431,14073,2026-05-03 20:53:57.843123+00:00
synth_user_010,machine_learning,0,1.701,2946,2026-03-26 17:11:27.044866+00:00
synth_user_010,machine_learning,1,0.916,2981,2026-03-27 15:10:27.009227+00:00
synth_user_010,machine_learning,3,0.662,6904,2026-03-28 07:03:10.494439+00:00
synth_user_010,machine_learning,0,1.621,3720,2026-03-29 21:58:03.075047+00:00
synth_user_010,machine_learning,0,0.606,8295,2026-03-30 12:30:06.673992+00:00
synth_user_010,machine_learning,2,0.592,5964,2026-03-31 02:42:32.543185+00:00
synth_user_010,machine_learning,0,1.276,4042,2026-04-01 09:20:32.188451+00:00
synth_user_010,machine_learning,4,0.596,7896,2026-04-01 23:38:58.198444+00:00
synth_user_010,machine_learning,3,0.642,9779,2026-04-02 15:04:09.162019+00:00
synth_user_010,machine_learning,1,1.301,8620,2026-04-03 22:17:28.328366+00:00
synth_user_010,machine_learning,5,0.767,14756,2026-04-04 16:42:11.610823+00:00
synth_user_010,machine_learning,1,2.376,8626,2026-04-07 01:44:04.373212+00:00
synth_user_010,machine_learning,5,0.728,8265,2026-04-07 19:12:33.602353+00:00
synth_user_010,machine_learning,0,3.111,2870,2026-04-10 21:51:57.251217+00:00
synth_user_010,machine_learning,0,1.489,2658,2026-04-12 09:36:48.357457+00:00
