user,topic,score,num_questions,attempted_at
synth_user_025,linear_algebra,0.3452,5,2026-05-04 05:46:31.465863+00:00
synth_user_025,machine_learning,0.4386,10,2026-05-04 05:46:31.628144+00:00
synth_user_025,linear_algebra,0.4627,20,2026-05-04 05:46:31.874242+00:00
synth_user_025,networks,0.3113,20,2026-05-04 05:46:32.023265+00:00
synth_user_025,machine_learning,0.2958,5,2026-05-04 05:46:32.172496+00:00
synth_user_025,statistics,0.3365,5,2026-05-04 05:46:32.321857+00:00
synth_user_026,linear_algebra,0.0122,10,2026-05-04 05:47:59.219421+00:00
synth_user_026,databases,0.3453,20,2026-05-04 05:47:59.490539+00:00
synth_user_026,databases,0.3135,10,2026-05-04 05:47:59.631110+00:00
synth_user_026,machine_learning,0.6433,15,2026-05-04 05:47:59.790265+00:00
synth_user_026,object_oriented_programming,0.411,5,2026-05-04 05:47:59.940682+00:00
synth_user_026,calculus,0.2589,5,2026-05-04 05:48:00.082677+00:00
synth_user_026,databases,0.1615,10,2026-05-04 05:48:00.247247+00:00
synth_user_026,object_oriented_programming,0.0839,15,2026-05-04 05:48:00.412757+00:00
synth_user_026,statistics,0.2992,20,2026-05-04 05:48:00.669483+00:00
synth_user_026,calculus,0.1835,5,2026-05-04 05:48:00.826501+00:00
synth_user_026,linear_algebra,0.1045,10,2026-05-04 05:48:00.961038+00:00
synth_user_026,object_oriented_programming,0.199,20,2026-05-04 05:48:01.118135+00:00
synth_user_026,machine_learning,0.144,5,2026-05-04 05:48:01.267897+00:00
synth_user_027,statistics,0.5902,15,2026-05-04 05:49:03.920770+00:00
synth_user_027,object_oriented_programming,0.5027,10,2026-05-04 05:49:04.187643+00:00
synth_user_027,machine_learning,0.7511,20,2026-05-04 05:49:04.343616+00:00
synth_user_027,object_oriented_programming,0.6707,5,2026-05-04 05:49:04.503109+00:00
synth_user_027,object_oriented_programming,0.4816,20,2026-05-04 05:49:04.644452+00:00
synth_user_027,networks,0.5731,15,2026-05-04 05:49:04.784647+00:00
synth_user_027,databases,0.4947,10,2026-05-04 05:49:04.926053+00:00
synth_user_027,machine_learning,0.4024,15,2026-05-04 05:49:05.074560+00:00
synth_user_027,operating_systems,0.7046,5,2026-05-04 05:49:05.208660+00:00
synth_user_027,networks,0.8251,5,2026-05-04 05:49:05.358496+00:00
synth_user_027,statistics,0.4131,15,2026-05-04 05:49:05.490059+00:00
synth_user_027,operating_systems,0.661,15,2026-05-04 05:49:05.689725+00:00
synth_user_027,linear_algebra,0.5091,5,2026-05-04 05:49:05.848228+00:00
synth_user_027,operating_systems,0.535,15,2026-05-04 05:49:06.061482+00:00
synth_user_027,operating_systems,0.5224,5,2026-05-04 05:49:06.220493+00:00
synth_user_027,machine_learning,0.4647,20,2026-05-04 05:49:06.379071+00:00
synth_user_027,statistics,0.5867,20,2026-05-04 05:49:06.529791+00:00
synth_user_027,databases,0.5,5,2026-05-04 05:49:06.695607+00:00
synth_user_027,operating_systems,0.6259,10,2026-05-04 05:49:06.836276+00:00
synth_user_027,linear_algebra,0.5811,20,2026-05-04 05:49:07.068180+00:00
synth_user_027,statistics,0.5522,20,2026-05-04 05:49:07.235915+00:00
synth_user_027,calculus,0.4657,10,2026-05-04 05:49:07.384876+00:00
synth_user_027,calculus,0.5054,20,2026-05-04 05:49:07.540240+00:00
synth_user_028,linear_algebra,0.5366,15,2026-05-04 05:50:18.774355+00:00
synth_user_028,linear_algebra,0.3114,10,2026-05-04 05:50:19.015819+00:00
synth_user_028,statistics,0.5721,15,2026-05-04 05:50:19.176400+00:00
synth_user_028,linear_algebra,0.4322,15,2026-05-04 05:50:19.334590+00:00
synth_user_028,object_oriented_programming,0.5949,5,2026-05-04 05:50:19.501122+00:00
synth_user_028,databases,0.4299,10,2026-05-04 05:50:19.652787+00:00
synth_user_028,calculus,0.2854,10,2026-05-04 05:50:19.790970+00:00
synth_user_028,databases,0.3262,15,2026-05-04 05:50:20.052562+00:00
synth_user_028,databases,0.5273,20,2026-05-04 05:50:20.198668+00:00
synth_user_028,calculus,0.5332,20,2026-05-04 05:50:20.347682+00:00
synth_user_028,statistics,0.3984,15,2026-05-04 05:50:20.497220+00:00
synth_user_028,operating_systems,0.5933,20,2026-05-04 05:50:20.649662+00:00
synth_user_028,networks,0.3192,15,2026-05-04 05:50:20.792527+00:00
synth_user_028,statistics,0.4989,5,2026-05-04 05:50:20.936684+00:00
synth_user_028,linear_algebra,0.3664,15,2026-05-04 05:50:21.186431+00:00
synth_user_028,object_oriented_programming,0.4482,20,2026-05-04 05:50:21.331996+00:00
synth_user_028,calculus,0.5077,20,2026-05-04 05:50:21.484821+00:00
synth_user_028,statistics,0.4036,10,2026-05-04 05:50:21.661045+00:00
synth_user_028,operating_systems,0.4705,5,2026-05-04 05:50:21.810093+00:00
synth_user_028,statistics,0.6276,5,2026-05-04 05:50:21.952854+00:00
synth_user_028,operating_systems,0.4474,10,2026-05-04 05:50:22.092542+00:00
synth_user_028,databases,0.6218,15,2026-05-04 05:50:22.258712+00:00
synth_user_028,networks,0.383,5,2026-05-04 05:50:22.416908+00:00
synth_user_029,operating_systems,0.5022,10,2026-05-04 05:51:22.070324+00:00
synth_user_029,statistics,0.4019,10,2026-05-04 05:51:22.250267+00:00
synth_user_029,databases,0.4809,10,2026-05-04 05:51:22.402006+00:00
synth_user_029,object_oriented_programming,0.3672,5,2026-05-04 05:51:22.551309+00:00
synth_user_029,object_oriented_programming,0.4501,10,2026-05-04 05:51:22.801650+00:00
synth_user_029,machine_learning,0.4009,5,2026-05-04 05:51:22.969201+00:00
synth_user_029,networks,0.5744,15,2026-05-04 05:51:23.142212+00:00
synth_user_029,machine_learning,0.4501,15,2026-05-04 05:51:23.300668+00:00
synth_user_029,statistics,0.4668,5,2026-05-04 05:51:23.457941+00:00
synth_user_029,databases,0.3869,5,2026-05-04 05:51:23.607249+00:00
synth_user_029,databases,0.3778,5,2026-05-04 05:51:23.882312+00:00
synth_user_029,databases,0.3844,20,2026-05-04 05:51:24.039111+00:00
synth_user_029,machine_learning,0.4669,20,2026-05-04 05:51:24.197592+00:00
synth_user_029,databases,0.3858,5,2026-05-04 05:51:24.355318+00:00
synth_user_029,operating_systems,0.4677,15,2026-05-04 05:51:24.504557+00:00
synth_user_030,operating_systems,0.8518,20,2026-05-04 05:52:36.459547+00:00
synth_user_030,machine_learning,0.4578,5,2026-05-04 05:52:36.623385+00:00
synth_user_030,linear_algebra,0.6082,20,2026-05-04 05:52:36.785810+00:00
synth_user_030,operating_systems,0.5136,5,2026-05-04 05:52:36.943650+00:00
synth_user_030,calculus,0.6691,20,2026-05-04 05:52:37.093510+00:00
synth_user_030,databases,0.7492,20,2026-05-04 05:52:37.243618+00:00
synth_user_030,statistics,0.9214,5,2026-05-04 05:52:37.409164+00:00
synth_user_030,statistics,0.7594,10,2026-05-04 05:52:37.575329+00:00
synth_user_030,object_oriented_programming,0.7296,20,2026-05-04 05:52:37.749737+00:00
synth_user_030,linear_algebra,0.8286,15,2026-05-04 05:52:38.007804+00:00
synth_user_030,databases,0.4816,10,2026-05-04 05:52:38.174785+00:00
synth_user_030,machine_learning,0.7306,10,2026-05-04 05:52:38.341286+00:00
synth_user_030,operating_systems,0.8306,20,2026-05-04 05:52:38.520065+00:00
synth_user_030,databases,0.5695,20,2026-05-04 05:52:38.689381+00:00
synth_user_030,operating_systems,0.8753,10,2026-05-04 05:52:38.854870+00:00
synth_user_030,databases,0.7876,10,2026-05-04 05:52:39.089932+00:00
synth_user_030,linear_algebra,0.6793,10,2026-05-04 05:52:39.230808+00:00
synth_user_030,calculus,0.7872,20,2026-05-04 05:52:39.388889+00:00
synth_user_030,databases,1.0,20,2026-05-04 05:52:39.546520+00:00
synth_user_030,machine_learning,0.7242,20,2026-05-04 05:52:39.678550+00:00
synth_user_030,calculus,0.7411,15,2026-05-04 05:52:39.862513+00:00
synth_user_030,networks,0.6865,10,2026-05-04 05:52:40.014213+00:00
synth_user_030,object_oriented_programming,0.6539,5,2026-05-04 05:52:40.245270+00:00
synth_user_030,operating_systems,0.8377,5,2026-05-04 05:52:40.388838+00:00
synth_user_031,networks,0.3665,10,2026-05-04 05:53:58.708581+00:00
synth_user_031,linear_algebra,0.441,5,2026-05-04 05:53:58.846167+00:00
synth_user_031,networks,0.257,10,2026-05-04 05:53:59.020558+00:00
synth_user_031,machine_learning,0.2804,20,2026-05-04 05:53:59.186714+00:00
synth_user_031,calculus,0.1966,20,2026-05-04 05:53:59.344049+00:00
synth_user_031,databases,0.2657,5,2026-05-04 05:53:59.616888+00:00
synth_user_031,statistics,0.3605,10,2026-05-04 05:53:59.774345+00:00
synth_user_031,networks,0.4091,10,2026-05-04 05:53:59.924020+00:00
synth_user_031,networks,0.2076,5,2026-05-04 05:54:00.077370+00:00
synth_user_031,operating_systems,0.4221,5,2026-05-04 05:54:00.232535+00:00
synth_user_031,machine_learning,0.4755,15,2026-05-04 05:54:00.391365+00:00
synth_user_031,statistics,0.3649,5,2026-05-04 05:54:00.548138+00:00
synth_user_031,object_oriented_programming,0.5454,20,2026-05-04 05:54:00.698202+00:00
synth_user_031,machine_learning,0.2199,20,2026-05-04 05:54:00.864520+00:00
synth_user_031,linear_algebra,0.1672,5,2026-05-04 05:54:01.023173+00:00
synth_user_031,operating_systems,0.1043,20,2026-05-04 05:54:01.163625+00:00
synth_user_031,calculus,0.4936,5,2026-05-04 05:54:01.321807+00:00
synth_user_031,statistics,0.3938,10,2026-05-04 05:54:01.487370+00:00
synth_user_031,machine_learning,0.3061,10,2026-05-04 05:54:01.669205+00:00
synth_user_031,statistics,0.3489,5,2026-05-04 05:54:01.827830+00:00
synth_user_031,statistics,0.1802,20,2026-05-04 05:54:01.977456+00:00
synth_user_031,networks,0.6117,10,2026-05-04 05:54:02.135054+00:00
synth_user_031,machine_learning,0.3283,15,2026-05-04 05:54:02.294025+00:00
synth_user_032,object_oriented_programming,0.3423,15,2026-05-04 05:55:03.956731+00:00
synth_user_032,calculus,0.4772,15,2026-05-04 05:55:04.114717+00:00
synth_user_032,statistics,0.6498,5,2026-05-04 05:55:04.261828+00:00
synth_user_032,databases,0.5953,5,2026-05-04 05:55:04.413306+00:00
synth_user_032,operating_systems,0.6217,15,2026-05-04 05:55:04.575388+00:00
synth_user_032,object_oriented_programming,0.3758,15,2026-05-04 05:55:04.725725+00:00
synth_user_032,networks,0.3131,10,2026-05-04 05:55:04.872157+00:00
synth_user_032,networks,0.4168,5,2026-05-04 05:55:05.029795+00:00
synth_user_032,databases,0.4406,10,2026-05-04 05:55:05.189531+00:00
synth_user_032,databases,0.5652,15,2026-05-04 05:55:05.343802+00:00
synth_user_032,object_oriented_programming,0.2341,5,2026-05-04 05:55:05.483863+00:00
synth_user_032,databases,0.6174,15,2026-05-04 05:55:05.627678+00:00
synth_user_032,statistics,0.405,20,2026-05-04 05:55:05.776644+00:00
synth_user_032,object_oriented_programming,0.3859,10,2026-05-04 05:55:05.934756+00:00
synth_user_032,calculus,0.2992,5,2026-05-04 05:55:06.101723+00:00
synth_user_032,statistics,0.2254,10,2026-05-04 05:55:06.355429+00:00
synth_user_032,operating_systems,0.5293,20,2026-05-04 05:55:06.499847+00:00
synth_user_032,calculus,0.4295,20,2026-05-04 05:55:06.647945+00:00
synth_user_033,databases,0.3619,20,2026-05-04 05:56:37.280393+00:00
synth_user_033,object_oriented_programming,0.2153,15,2026-05-04 05:56:37.439512+00:00
synth_user_033,statistics,0.3559,5,2026-05-04 05:56:37.598744+00:00
synth_user_033,calculus,0.3501,5,2026-05-04 05:56:37.755602+00:00
synth_user_033,operating_systems,0.0669,10,2026-05-04 05:56:38.039825+00:00
synth_user_033,calculus,0.3763,5,2026-05-04 05:56:38.176274+00:00
synth_user_033,linear_algebra,0.3602,15,2026-05-04 05:56:38.336999+00:00
synth_user_033,machine_learning,0.4638,5,2026-05-04 05:56:38.487302+00:00
synth_user_033,object_oriented_programming,0.6175,20,2026-05-04 05:56:38.634396+00:00
synth_user_033,statistics,0.5206,15,2026-05-04 05:56:38.794172+00:00
synth_user_033,object_oriented_programming,0.3634,20,2026-05-04 05:56:39.042950+00:00
synth_user_033,calculus,0.25,20,2026-05-04 05:56:39.209355+00:00
synth_user_033,object_oriented_programming,0.7045,15,2026-05-04 05:56:39.374501+00:00
synth_user_033,databases,0.4002,10,2026-05-04 05:56:39.533508+00:00
synth_user_034,object_oriented_programming,0.4085,10,2026-05-04 05:57:40.274990+00:00
synth_user_034,databases,0.4077,20,2026-05-04 05:57:40.429721+00:00
synth_user_034,networks,0.467,15,2026-05-04 05:57:40.574489+00:00
synth_user_034,operating_systems,0.4041,5,2026-05-04 05:57:40.732363+00:00
synth_user_034,machine_learning,0.3677,20,2026-05-04 05:57:40.883570+00:00
synth_user_034,statistics,0.474,15,2026-05-04 05:57:41.040438+00:00
synth_user_034,statistics,0.4307,5,2026-05-04 05:57:41.197934+00:00
synth_user_034,linear_algebra,0.6458,10,2026-05-04 05:57:41.372429+00:00
synth_user_034,linear_algebra,0.1472,20,2026-05-04 05:57:41.538024+00:00
synth_user_034,statistics,0.5923,15,2026-05-04 05:57:41.798127+00:00
synth_user_034,calculus,0.6068,5,2026-05-04 05:57:41.963579+00:00
synth_user_035,object_oriented_programming,0.2453,20,2026-05-04 05:58:48.734001+00:00
synth_user_035,operating_systems,0.1061,5,2026-05-04 05:58:48.892446+00:00
synth_user_035,statistics,0.1807,10,2026-05-04 05:58:49.051734+00:00
synth_user_035,networks,0.1419,15,2026-05-04 05:58:49.309452+00:00
synth_user_035,databases,0.4857,10,2026-05-04 05:58:49.467509+00:00
synth_user_035,networks,0.3874,20,2026-05-04 05:58:49.620324+00:00
synth_user_035,object_oriented_programming,0.4285,20,2026-05-04 05:58:49.787855+00:00
synth_user_035,statistics,0.3607,5,2026-05-04 05:58:49.965493+00:00
synth_user_035,databases,0.14,10,2026-05-04 05:58:50.123077+00:00
synth_user_035,statistics,0.2111,5,2026-05-04 05:58:50.394473+00:00
synth_user_035,networks,0.3339,15,2026-05-04 05:58:50.538743+00:00
synth_user_035,machine_learning,0.1265,5,2026-05-04 05:58:50.683234+00:00
synth_user_035,operating_systems,0.3605,20,2026-05-04 05:58:50.845819+00:00
synth_user_035,calculus,0.2448,20,2026-05-04 05:58:50.987872+00:00
synth_user_035,operating_systems,0.23,10,2026-05-04 05:58:51.161162+00:00
synth_user_035,statistics,0.3594,20,2026-05-04 05:58:51.311702+00:00
synth_user_035,linear_algebra,0.3278,10,2026-05-04 05:58:51.593502+00:00
synth_user_035,databases,0.2321,5,2026-05-04 05:58:51.769885+00:00
synth_user_035,calculus,0.4127,5,2026-05-04 05:58:51.917491+00:00
synth_user_035,calculus,0.1439,20,2026-05-04 05:58:52.092891+00:00
synth_user_035,object_oriented_programming,0.3498,10,2026-05-04 05:58:52.257905+00:00
synth_user_035,object_oriented_programming,0.3471,10,2026-05-04 05:58:52.416056+00:00
synth_user_035,databases,0.2383,20,2026-05-04 05:58:52.698339+00:00
synth_user_035,object_oriented_programming,0.315,20,2026-05-04 05:58:52.863975+00:00
synth_user_036,operating_systems,0.2942,10,2026-05-04 06:00:09.845486+00:00
synth_user_036,linear_algebra,0.2028,20,2026-05-04 06:00:10.014608+00:00
synth_user_036,calculus,0.4571,10,2026-05-04 06:00:10.164163+00:00
synth_user_036,linear_algebra,0.2359,15,2026-05-04 06:00:10.338442+00:00
synth_user_036,databases,0.6053,20,2026-05-04 06:00:10.504568+00:00
synth_user_036,operating_systems,0.1423,10,2026-05-04 06:00:10.670842+00:00
synth_user_036,operating_systems,0.5957,15,2026-05-04 06:00:10.828572+00:00
synth_user_036,databases,0.4201,15,2026-05-04 06:00:10.977880+00:00
synth_user_036,object_oriented_programming,0.3857,20,2026-05-04 06:00:11.136787+00:00
synth_user_036,linear_algebra,0.3242,10,2026-05-04 06:00:11.300189+00:00
synth_user_036,machine_learning,0.4296,10,2026-05-04 06:00:11.452089+00:00
synth_user_036,linear_algebra,0.385,20,2026-05-04 06:00:11.617673+00:00
synth_user_036,object_oriented_programming,0.5297,15,2026-05-04 06:00:11.800297+00:00
synth_user_036,operating_systems,0.4059,10,2026-05-04 06:00:11.958603+00:00
synth_user_036,operating_systems,0.4102,10,2026-05-04 06:00:12.123757+00:00
synth_user_036,statistics,0.3433,5,2026-05-04 06:00:12.281885+00:00
synth_user_036,statistics,0.3801,20,2026-05-04 06:00:12.439086+00:00
synth_user_037,statistics,0.689,15,2026-05-04 06:01:15.530626+00:00
synth_user_037,databases,0.6702,20,2026-05-04 06:01:15.689927+00:00
synth_user_037,calculus,0.6627,20,2026-05-04 06:01:15.857395+00:00
synth_user_037,calculus,0.7022,5,2026-05-04 06:01:16.015895+00:00
synth_user_037,networks,0.6228,5,2026-05-04 06:01:16.288088+00:00
synth_user_037,calculus,0.5671,10,2026-05-04 06:01:16.430408+00:00
synth_user_037,operating_systems,0.7078,20,2026-05-04 06:01:16.580059+00:00
synth_user_037,databases,0.5749,20,2026-05-04 06:01:16.737403+00:00
synth_user_037,calculus,0.7095,20,2026-05-04 06:01:16.895778+00:00
synth_user_037,networks,0.4832,20,2026-05-04 06:01:17.046092+00:00
synth_user_037,networks,0.811,10,2026-05-04 06:01:17.196110+00:00
synth_user_037,operating_systems,0.7411,5,2026-05-04 06:01:17.454070+00:00
synth_user_037,networks,0.7182,10,2026-05-04 06:01:17.625633+00:00
synth_user_037,linear_algebra,0.7943,20,2026-05-04 06:01:17.838021+00:00
synth_user_037,machine_learning,0.8524,15,2026-05-04 06:01:17.985847+00:00
synth_user_037,networks,0.8093,5,2026-05-04 06:01:18.134351+00:00
synth_user_037,object_oriented_programming,0.4793,5,2026-05-04 06:01:18.291565+00:00
synth_user_037,operating_systems,0.5308,15,2026-05-04 06:01:18.591619+00:00
synth_user_037,databases,0.6173,20,2026-05-04 06:01:18.766840+00:00
synth_user_037,linear_algebra,0.6795,15,2026-05-04 06:01:18.947908+00:00
synth_user_037,machine_learning,0.7147,20,2026-05-04 06:01:19.098560+00:00
synth_user_037,operating_systems,0.5973,5,2026-05-04 06:01:19.263422+00:00
synth_user_037,object_oriented_programming,0.7227,15,2026-05-04 06:01:19.589171+00:00
synth_user_037,databases,0.6016,5,2026-05-04 06:01:19.754970+00:00
synth_user_038,calculus,0.3713,20,2026-05-04 06:02:32.394676+00:00
synth_user_038,networks,0.6306,15,2026-05-04 06:02:32.541725+00:00
synth_user_038,object_oriented_programming,0.3976,20,2026-05-04 06:02:32.699910+00:00
synth_user_038,linear_algebra,0.8135,5,2026-05-04 06:02:32.939828+00:00
synth_user_038,operating_systems,0.5615,5,2026-05-04 06:02:33.106572+00:00
synth_user_038,calculus,0.5106,15,2026-05-04 06:02:33.256953+00:00
synth_user_038,networks,0.4011,5,2026-05-04 06:02:33.407479+00:00
synth_user_038,linear_algebra,0.5817,15,2026-05-04 06:02:33.554992+00:00
synth_user_038,statistics,0.424,20,2026-05-04 06:02:33.721036+00:00
synth_user_038,networks,0.5188,15,2026-05-04 06:02:33.878709+00:00
synth_user_038,networks,0.8113,10,2026-05-04 06:02:34.030946+00:00
synth_user_038,databases,0.4954,10,2026-05-04 06:02:34.179826+00:00
synth_user_038,networks,0.642,5,2026-05-04 06:02:34.346320+00:00
synth_user_038,databases,0.4225,15,2026-05-04 06:02:34.501142+00:00
synth_user_038,calculus,0.4842,10,2026-05-04 06:02:34.669539+00:00
synth_user_038,statistics,0.7055,5,2026-05-04 06:02:34.819849+00:00
synth_user_038,statistics,0.4178,5,2026-05-04 06:02:35.050984+00:00
synth_user_038,databases,0.7244,15,2026-05-04 06:02:35.210199+00:00
synth_user_038,statistics,0.578,20,2026-05-04 06:02:35.365197+00:00
synth_user_038,object_oriented_programming,0.444,15,2026-05-04 06:02:35.515860+00:00
synth_user_038,machine_learning,0.5597,20,2026-05-04 06:02:35.675604+00:00
synth_user_039,networks,0.9196,10,2026-05-04 06:03:48.344022+00:00
synth_user_039,statistics,0.7502,20,2026-05-04 06:03:48.504624+00:00
synth_user_039,calculus,0.824,10,2026-05-04 06:03:48.671331+00:00
synth_user_039,networks,0.8037,20,2026-05-04 06:03:48.849196+00:00
synth_user_039,operating_systems,0.6182,20,2026-05-04 06:03:49.002791+00:00
synth_user_039,linear_algebra,0.8144,15,2026-05-04 06:03:49.161559+00:00
synth_user_039,calculus,0.8228,10,2026-05-04 06:03:49.311486+00:00
synth_user_039,operating_systems,0.8457,20,2026-05-04 06:03:49.544393+00:00
synth_user_039,networks,0.912,20,2026-05-04 06:03:49.709834+00:00
synth_user_039,calculus,0.8496,15,2026-05-04 06:03:49.860140+00:00
synth_user_039,machine_learning,0.7949,10,2026-05-04 06:03:50.017826+00:00
synth_user_039,networks,0.7739,15,2026-05-04 06:03:50.190735+00:00
synth_user_039,databases,0.5888,20,2026-05-04 06:03:50.395054+00:00
synth_user_039,calculus,0.801,5,2026-05-04 06:03:50.545541+00:00
synth_user_039,calculus,0.7744,20,2026-05-04 06:03:50.797069+00:00
synth_user_040,databases,0.5028,20,2026-05-04 06:05:01.100176+00:00
synth_user_040,databases,0.7589,5,2026-05-04 06:05:01.259437+00:00
synth_user_040,linear_algebra,0.614,15,2026-05-04 06:05:01.417715+00:00
synth_user_040,operating_systems,0.7074,10,2026-05-04 06:05:01.567002+00:00
synth_user_040,object_oriented_programming,0.6428,5,2026-05-04 06:05:01.724555+00:00
synth_user_040,statistics,0.6155,5,2026-05-04 06:05:01.889596+00:00
synth_user_040,calculus,0.7176,20,2026-05-04 06:05:02.065428+00:00
synth_user_040,statistics,0.55,5,2026-05-04 06:05:02.322201+00:00
synth_user_041,statistics,0.5329,5,2026-05-04 06:06:31.918943+00:00
synth_user_041,machine_learning,0.439,20,2026-05-04 06:06:32.082657+00:00
synth_user_041,networks,0.6686,5,2026-05-04 06:06:32.241064+00:00
synth_user_041,statistics,0.3988,5,2026-05-04 06:06:32.408064+00:00
synth_user_041,statistics,0.4838,10,2026-05-04 06:06:32.582663+00:00
synth_user_041,machine_learning,0.4437,15,2026-05-04 06:06:32.813967+00:00
synth_user_041,statistics,0.6798,5,2026-05-04 06:06:32.939545+00:00
synth_user_041,databases,0.5444,20,2026-05-04 06:06:33.075943+00:00
synth_user_041,calculus,0.6252,5,2026-05-04 06:06:33.210612+00:00
synth_user_041,statistics,0.3279,15,2026-05-04 06:06:33.353194+00:00
synth_user_041,calculus,0.5334,20,2026-05-04 06:06:33.492926+00:00
synth_user_041,networks,0.6246,5,2026-05-04 06:06:33.642332+00:00
synth_user_041,statistics,0.5161,10,2026-05-04 06:06:33.868075+00:00
synth_user_041,object_oriented_programming,0.6535,5,2026-05-04 06:06:34.014397+00:00
synth_user_042,networks,0.2907,20,2026-05-04 06:07:41.962957+00:00
synth_user_042,databases,0.5196,5,2026-05-04 06:07:42.107277+00:00
synth_user_042,networks,0.5338,20,2026-05-04 06:07:42.252776+00:00
synth_user_042,databases,0.2825,5,2026-05-04 06:07:42.386446+00:00
synth_user_042,networks,0.2938,10,2026-05-04 06:07:42.659720+00:00
synth_user_042,machine_learning,0.3029,15,2026-05-04 06:07:42.834420+00:00
synth_user_042,operating_systems,0.1822,10,2026-05-04 06:07:42.988617+00:00
synth_user_042,machine_learning,0.2264,10,2026-05-04 06:07:43.134655+00:00
synth_user_042,networks,0.2237,15,2026-05-04 06:07:43.275251+00:00
synth_user_042,databases,0.2531,5,2026-05-04 06:07:43.423936+00:00
synth_user_042,databases,0.3411,5,2026-05-04 06:07:43.716831+00:00
synth_user_042,calculus,0.3665,20,2026-05-04 06:07:43.855463+00:00
synth_user_042,statistics,0.5262,5,2026-05-04 06:07:44.001336+00:00
synth_user_042,machine_learning,0.2169,5,2026-05-04 06:07:44.146500+00:00
synth_user_042,linear_algebra,0.4599,5,2026-05-04 06:07:44.284757+00:00
synth_user_042,machine_learning,0.311,10,2026-05-04 06:07:44.446569+00:00
synth_user_042,networks,0.3383,15,2026-05-04 06:07:44.594404+00:00
synth_user_042,linear_algebra,0.4228,5,2026-05-04 06:07:44.807153+00:00
synth_user_042,operating_systems,0.2088,20,2026-05-04 06:07:44.951865+00:00
synth_user_042,statistics,0.386,5,2026-05-04 06:07:45.077028+00:00
synth_user_042,machine_learning,0.3567,5,2026-05-04 06:07:45.226145+00:00
synth_user_042,networks,0.4033,20,2026-05-04 06:07:45.374606+00:00
synth_user_042,linear_algebra,0.3765,20,2026-05-04 06:07:45.509305+00:00
synth_user_042,machine_learning,0.6313,15,2026-05-04 06:07:45.642963+00:00
synth_user_043,machine_learning,0.3346,5,2026-05-04 06:08:53.293269+00:00
synth_user_043,databases,0.5697,15,2026-05-04 06:08:53.441661+00:00
synth_user_043,object_oriented_programming,0.6007,20,2026-05-04 06:08:53.618678+00:00
synth_user_043,machine_learning,0.3426,5,2026-05-04 06:08:53.756460+00:00
synth_user_043,object_oriented_programming,0.3303,5,2026-05-04 06:08:53.915801+00:00
synth_user_043,calculus,0.4709,5,2026-05-04 06:08:54.061045+00:00
synth_user_043,machine_learning,0.3449,20,2026-05-04 06:08:54.264643+00:00
synth_user_043,machine_learning,0.4871,5,2026-05-04 06:08:54.400683+00:00
synth_user_043,databases,0.4514,20,2026-05-04 06:08:54.543155+00:00
synth_user_043,calculus,0.2324,20,2026-05-04 06:08:54.702175+00:00
synth_user_043,databases,0.6127,20,2026-05-04 06:08:54.847295+00:00
synth_user_043,machine_learning,0.6266,15,2026-05-04 06:08:54.977305+00:00
synth_user_043,linear_algebra,0.3471,5,2026-05-04 06:08:55.123635+00:00
synth_user_043,object_oriented_programming,0.3837,15,2026-05-04 06:08:55.250821+00:00
synth_user_043,statistics,0.4518,20,2026-05-04 06:08:55.481353+00:00
synth_user_043,object_oriented_programming,0.4703,5,2026-05-04 06:08:55.614758+00:00
synth_user_043,statistics,0.4965,20,2026-05-04 06:08:55.751763+00:00
synth_user_043,operating_systems,0.6651,5,2026-05-04 06:08:55.913425+00:00
synth_user_043,operating_systems,0.4026,20,2026-05-04 06:08:56.064076+00:00
synth_user_043,networks,0.3293,10,2026-05-04 06:08:56.213782+00:00
synth_user_043,object_oriented_programming,0.2647,20,2026-05-04 06:08:56.370537+00:00
synth_user_043,calculus,0.3266,15,2026-05-04 06:08:56.519305+00:00
synth_user_044,calculus,0.2989,5,2026-05-04 06:10:02.261861+00:00
synth_user_044,linear_algebra,0.3922,20,2026-05-04 06:10:02.396326+00:00
synth_user_044,calculus,0.359,15,2026-05-04 06:10:02.545331+00:00
synth_user_044,machine_learning,0.5015,10,2026-05-04 06:10:02.788979+00:00
synth_user_044,object_oriented_programming,0.675,20,2026-05-04 06:10:02.911600+00:00
synth_user_044,object_oriented_programming,0.308,15,2026-05-04 06:10:03.050454+00:00
synth_user_044,databases,0.3109,20,2026-05-04 06:10:03.193741+00:00
synth_user_044,object_oriented_programming,0.497,20,2026-05-04 06:10:03.360216+00:00
synth_user_044,calculus,0.4428,10,2026-05-04 06:10:03.518130+00:00
synth_user_044,statistics,0.5848,15,2026-05-04 06:10:03.675704+00:00
synth_user_044,calculus,0.4311,20,2026-05-04 06:10:03.955768+00:00
synth_user_044,statistics,0.32,15,2026-05-04 06:10:04.116133+00:00
synth_user_044,linear_algebra,0.4362,10,2026-05-04 06:10:04.274079+00:00
synth_user_044,linear_algebra,0.4983,10,2026-05-04 06:10:04.440357+00:00
synth_user_044,networks,0.4668,15,2026-05-04 06:10:04.606485+00:00
synth_user_044,databases,0.4305,10,2026-05-04 06:10:04.780231+00:00
synth_user_044,object_oriented_programming,0.4997,5,2026-05-04 06:10:05.022464+00:00
synth_user_044,operating_systems,0.5078,15,2026-05-04 06:10:05.187302+00:00
synth_user_044,databases,0.5355,5,2026-05-04 06:10:05.352093+00:00
